yourlist:M2022030892C7BAECDB1C5C413EE0E0348724B682456919U	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P05230	P05230	FGF1_HUMAN	reviewed	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1)	FGF1 FGFA	Homo sapiens (Human)	155
Q64512	Q64512	PTN13_MOUSE	reviewed	Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (PTP36) (Protein tyrosine phosphatase DPZPTP) (Protein tyrosine phosphatase PTP-BL) (Protein-tyrosine phosphatase RIP)	Ptpn13 Ptp14	Mus musculus (Mouse)	2453
I6XU56	I6XU56	I6XU56_MYCTU		Deleted.			
P00947	P00947	SDIS_COMTE	reviewed	Steroid Delta-isomerase (EC 5.3.3.1) (Delta(5)-3-ketosteroid isomerase)	ksi	Comamonas testosteroni (Pseudomonas testosteroni)	125
Q8A3I4	Q8A3I4	Q8A3I4_BACTN	unreviewed	Alpha-L-fucosidase	BT_2970	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	484
B0Y2Y2	B0Y2Y2	B0Y2Y2_ASPFC	unreviewed	Chitinase (EC 3.2.1.14)	AFUB_052270	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	866
Q8RQE7	Q8RQE7	RPOZ_THET8	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ TTHA1561	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	99
P0C6X9	P0C6X9	R1AB_CVMA5	reviewed	Replicase polyprotein 1ab (pp1ab) (ORF1ab polyprotein) [Cleaved into: Host translation inhibitor nsp1 (nsp1) (p28); Non-structural protein 2 (nsp2) (p65); Papain-like proteinase (PL-PRO) (EC 3.4.19.12) (EC 3.4.22.-) (Non-structural protein 3) (nsp3) (p210); Non-structural protein 4 (nsp4) (Peptide HD2) (p44); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.-) (M-PRO) (nsp5) (p27); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7) (p10); Non-structural protein 8 (nsp8) (p22); Non-structural protein 9 (nsp9) (p12); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL) (p15); RNA-directed RNA polymerase (Pol) (RdRp) (EC 2.7.7.48) (nsp12) (p100); Helicase (Hel) (EC 3.6.4.12) (EC 3.6.4.13) (nsp13) (p67); Guanine-N7 methyltransferase (ExoN) (EC 2.1.1.-) (EC 3.1.13.-) (nsp14); Uridylate-specific endoribonuclease nsp15 (EC 4.6.1.-) (NendoU) (nsp15) (p35); 2'-O-methyltransferase (EC 2.1.1.57) (nsp16)]	rep 1a-1b	Murine coronavirus (strain A59) (MHV-A59) (Murine hepatitis virus)	7176
P31335	P31335	PUR9_CHICK	reviewed	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	ATIC PURH	Gallus gallus (Chicken)	593
O25560	O25560	HYPB_HELPY	reviewed	Hydrogenase/urease maturation factor HypB (Hydrogenase/urease nickel incorporation protein HypB)	hypB HP_0900	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	242
P26927	P26927	HGFL_HUMAN	reviewed	Hepatocyte growth factor-like protein (Macrophage stimulatory protein) (Macrophage-stimulating protein) (MSP) [Cleaved into: Hepatocyte growth factor-like protein alpha chain; Hepatocyte growth factor-like protein beta chain]	MST1 D3F15S2 DNF15S2 HGFL	Homo sapiens (Human)	711
Q16695	Q16695	H31T_HUMAN	reviewed	Histone H3.1t (H3/t) (H3t) (H3/g) (Histone H3.4)	H3-4 H3FT HIST3H3	Homo sapiens (Human)	136
Q3ZC95	Q3ZC95	Q3ZC95_BOVIN	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	BTK	Bos taurus (Bovine)	659
O85638	O85638	O85638_ECOLX	unreviewed	L0044 (Negative regulator GrlR) (Negative regulator protein GrlR) (Transcriptional negative regulator GrlR) (Type III secretion system LEE GrlA-binding negative regulator GrlR) (Type three secretion system protein GrlR)	grlR BFL24_25115 C9E67_00565 DAH23_17610 DAH24_18185 DAH25_18440 DAH26_16445 DAH42_14000 DAH43_15910 DAH45_16290 DAH46_15130 DAH47_16785 DAH48_16130 DAH49_17210 NCTC13127_00314	Escherichia coli	123
P27986	P27986	P85A_HUMAN	reviewed	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724
P62168	P62168	NCS1_RAT	reviewed	Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein)	Ncs1 Flup Freq	Rattus norvegicus (Rat)	190
Q96HX7	Q96HX7	Q96HX7_HUMAN	unreviewed	HSP90AA1 protein (Fragment)	HSP90AA1	Homo sapiens (Human)	422
Q4QDU3	Q4QDU3	Q4QDU3_LEIMA	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	UGP LMJF_18_0990	Leishmania major	494
P51812	P51812	KS6A3_HUMAN	reviewed	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	RPS6KA3 ISPK1 MAPKAPK1B RSK2	Homo sapiens (Human)	740
A7XWN5	A7XWN5	A7XWN5_SV40	unreviewed	Large T antigen		Simian virus 40 (SV40)	712
P0C0J0	P0C0J0	SPEB_STRPY	reviewed	Streptopain (EC 3.4.22.10) (Exotoxin type B) (SPE B) (Streptococcal cysteine proteinase) (Streptococcus peptidase A) (SPP)	speB	Streptococcus pyogenes	398
O15151	O15151	MDM4_HUMAN	reviewed	Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	MDM4 MDMX	Homo sapiens (Human)	490
P98088	P98088	MUC5A_HUMAN	reviewed	Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)	MUC5AC MUC5	Homo sapiens (Human)	5654
P10515	P10515	ODP2_HUMAN	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	DLAT DLTA	Homo sapiens (Human)	647
O57728	O57728	VATA_PYRHO	reviewed	V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A) [Cleaved into: Endonuclease PI-Pho2 (EC 3.1.-.-) (Pho AtpA intein) (Pho VMA intein)]	atpA PH1975	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	964
P84887	P84887	AAUA_ALCFA	reviewed	Aralkylamine dehydrogenase light chain (EC 1.4.9.2) (Aromatic amine dehydrogenase) (AADH)	aauA	Alcaligenes faecalis	182
P0AC14	P0AC14	DHPS_ECOL6	reviewed	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	folP c3933	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	282
O14684	O14684	PTGES_HUMAN	reviewed	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	PTGES MGST1L1 MPGES1 PGES PIG12	Homo sapiens (Human)	152
A4UGR9	A4UGR9	XIRP2_HUMAN	reviewed	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Xeplin)	XIRP2 CMYA3	Homo sapiens (Human)	3374
P43003	P43003	EAA1_HUMAN	reviewed	Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	SLC1A3 EAAT1 GLAST GLAST1	Homo sapiens (Human)	542
Q16658	Q16658	FSCN1_HUMAN	reviewed	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)	493
Q9NSA3	Q9NSA3	CNBP1_HUMAN	reviewed	Beta-catenin-interacting protein 1 (Inhibitor of beta-catenin and Tcf-4)	CTNNBIP1 ICAT	Homo sapiens (Human)	81
D5CXR1	D5CXR1	D5CXR1_ECOKI		Deleted.			
P52731	P52731	PDE6C_CHICK	reviewed	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)	PDE6C	Gallus gallus (Chicken)	862
Q13231	Q13231	CHIT1_HUMAN	reviewed	Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)	CHIT1	Homo sapiens (Human)	466
Q86PD7	Q86PD7	Q86PD7_DROME	unreviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5)	isoQC CG32426 Dmel\CG5976 isoDromeQC CG5976 Dmel_CG5976	Drosophila melanogaster (Fruit fly)	354
O75400	O75400	PR40A_HUMAN	reviewed	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	Homo sapiens (Human)	957
Q00460	Q00460	TMOE_PSEME	reviewed	Toluene-4-monooxygenase system, hydroxylase component subunit beta (T4MO) (EC 1.14.13.236) (Toluene-4-monooxygenase hydroxylase subunit) (T4moH) (Toluene-4-monooxygenase system protein E) (T4moE)	tmoE	Pseudomonas mendocina	327
P01021	P01021	BNP_GLOBL	reviewed	Bradykinin-potentiating and C-type natriuretic peptides (Angiotensin-converting enzyme inhibitor) (BPP-CNP homolog) [Cleaved into: Blomhotin; Bradykinin-potentiating peptide A (BPP-a) (Potentiator A); Leu3-blomhotin (Potentiator D); Bradykinin-potentiating peptide B (BPP-b) (Potentiator B); Bradykinin-potentiating peptide C (BPP-c) (Potentiator C); Bradykinin-potentiating peptide E (BPP-e) (Potentiator E); Bradykinin-potentiating peptide Ahb1 (BPP-Ahb1); Bradykinin-potentiating peptide Ahb2 (BPP-Ahb2); C-type natriuretic peptide]		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	263
Q9HBH1	Q9HBH1	DEFM_HUMAN	reviewed	Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)	PDF PDF1A	Homo sapiens (Human)	243
P02671	P02671	FIBA_HUMAN	reviewed	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	FGA	Homo sapiens (Human)	866
A0A1G4H5I1	A0A1G4H5I1	A0A1G4H5I1_PLAVI	unreviewed	Glycine hydroxymethyltransferase (EC 2.1.2.1)	PVC01_140059500 PVP01_1453700 PVT01_140059000	Plasmodium vivax	442
Q67953	Q67953	Q67953_HBV	unreviewed	Large envelope protein (L glycoprotein) (L-HBsAg) (LHB) (Large S protein) (Large surface protein) (Major surface antigen)	S	Hepatitis B virus (HBV)	445
Q4FZB7	Q4FZB7	KMT5B_HUMAN	reviewed	Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	KMT5B SUV420H1 CGI-85	Homo sapiens (Human)	885
Q9SV55	Q9SV55	NINJA_ARATH	reviewed	AFP homolog 2 (Novel interactor of JAZ)	AFPH2 NINJA At4g28910 F25O24.30	Arabidopsis thaliana (Mouse-ear cress)	425
Q13822	Q13822	ENPP2_HUMAN	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD)	ENPP2 ATX PDNP2	Homo sapiens (Human)	863
P16293	P16293	FA9_PIG	reviewed	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain] (Fragment)	F9	Sus scrofa (Pig)	409
Q9U9R3	Q9U9R3	Q9U9R3_LEIDO	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CYP	Leishmania donovani	187
Q9WLZ8	Q9WLZ8	Q9WLZ8_9FLAV	unreviewed	Genome polyprotein	DENPoly	Dengue virus 2	3391
O60563	O60563	CCNT1_HUMAN	reviewed	Cyclin-T1 (CycT1) (Cyclin-T)	CCNT1	Homo sapiens (Human)	726
Q3SYX9	Q3SYX9	ARPC5_BOVIN	reviewed	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARPC5	Bos taurus (Bovine)	151
P45381	P45381	ACY2_HUMAN	reviewed	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2)	ASPA ACY2 ASP	Homo sapiens (Human)	313
Q4JH30	Q4JH30	Q4JH30_TRYCR	unreviewed	Inorganic diphosphatase (EC 3.6.1.1)	C3747_44g24	Trypanosoma cruzi	414
P12694	P12694	ODBA_HUMAN	reviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	BCKDHA	Homo sapiens (Human)	445
P15085	P15085	CBPA1_HUMAN	reviewed	Carboxypeptidase A1 (EC 3.4.17.1)	CPA1 CPA	Homo sapiens (Human)	419
O36607	O36607	O36607_HHV8	unreviewed	Polyprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	535
Q12933	Q12933	TRAF2_HUMAN	reviewed	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	TRAF2 TRAP3	Homo sapiens (Human)	501
P21980	P21980	TGM2_HUMAN	reviewed	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)	TGM2	Homo sapiens (Human)	687
O15392	O15392	BIRC5_HUMAN	reviewed	Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin)	BIRC5 API4 IAP4	Homo sapiens (Human)	142
Q81755,P26662	P26662	POLG_HCVJA	reviewed	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-) (Non-structural protein 2) (NS2); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]		Hepatitis C virus genotype 1b (isolate Japanese) (HCV)	3010
E4KPW4	E4KPW4	E4KPW4_9LACT	unreviewed	Divalent metal cation transporter MntH	mntH HMPREF9257_1603	Eremococcus coleocola ACS-139-V-Col8	511
E8NLP5	E8NLP5	E8NLP5_SALET		Deleted.			
A3MWN6	A3MWN6	RKD2_PYRCJ	reviewed	Arcadin-2	rkd-2 Pcal_1636	Pyrobaculum calidifontis (strain DSM 21063 / JCM 11548 / VA1)	203
Q06187	Q06187	BTK_HUMAN	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	BTK AGMX1 ATK BPK	Homo sapiens (Human)	659
O35718	O35718	SOCS3_MOUSE	reviewed	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10)	Socs3 Cis3 Cish3	Mus musculus (Mouse)	225
P07650	P07650	TYPH_ECOLI	reviewed	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	deoA tpp ttg b4382 JW4345	Escherichia coli (strain K12)	440
Q58HP2	Q58HP2	Q58HP2_TRIVA	unreviewed	MYB24 (Myb-like DNA-binding domain containing protein)	TVAG_473470	Trichomonas vaginalis	206
A0A0U3IB62	A0A0U3IB62	A0A0U3IB62_VIBCL	unreviewed	Beta-lactamase (EC 3.5.2.6)	BC353_18910	Vibrio cholerae	284
Q6JKW3	Q6JKW3	Q6JKW3_ECOLX	unreviewed	FimH (FimH protein) (Fimbrial chaperone protein) (Fimbrial protein) (Minor component of type 1 fimbriae) (Protein FimH) (Type 1 fimbria D-mannose specific adhesin FimH) (Type 1 fimbriae D-mannose specific adhesin FimH) (Type 1 fimbrial adhesin)	fimH fimH_1 fimH_2 fimH_3 AAG43_003712 ACN81_00940 AM464_16260 APX88_02380 AT335_003616 AT845_003737 BGZ_05282 BON65_08035 BON69_13145 BON76_10045 BON87_19590 BON89_19995 BON97_18970 C2U48_10910 C3F40_13530 CCS08_15445 CDL36_18170 COD53_00310 CR538_22045 DAH36_23505 DAH50_12105 DNQ45_27015 DS732_03965 DU321_25405 DXT73_23425 E4K51_18180 E5P35_20110 E5S43_03105 E5S57_22485 EA239_16070 EC3234A_192c00060 ELT17_20165 ELV08_23920 ELV16_21065 ELX76_07405 F9X20_07915 FDM60_20360 FV293_11400 FY127_19655 GF699_12555 GKF89_21285 I6H00_15405 I6H01_16350 NCTC10090_02366 NCTC4450_01317 NCTC8450_00821 NCTC9045_05036 SAMEA3472056_01232 SAMEA3472067_01155 WP2S18E08_40860	Escherichia coli	300
Q06151	Q06151	DCPS_YEAST	reviewed	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Hint-related 7meGMP-directed hydrolase 1) (Protein Dcs1p) (Scavenger mRNA-decapping enzyme DcpS)	DCS1 YLR270W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350
P0A522	P9WPC8	CLPC1_MYCTO	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpC1	clpC1 MT3703	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	848
P15145	P15145	AMPN_PIG	reviewed	Aminopeptidase N (AP-N) (pAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (gp130) (CD antigen CD13)	ANPEP	Sus scrofa (Pig)	963
P12499	P12499	POL_HV1Z2	reviewed	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]	gag-pol	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)	1436
Q8R550	Q8R550	SH3K1_MOUSE	reviewed	SH3 domain-containing kinase-binding protein 1 (Regulator of ubiquitous kinase) (Ruk) (SH3-containing, expressed in tumorigenic astrocytes)	Sh3kbp1 Ruk Seta	Mus musculus (Mouse)	709
O14976	O14976	GAK_HUMAN	reviewed	Cyclin-G-associated kinase (EC 2.7.11.1)	GAK	Homo sapiens (Human)	1311
P49336	P49336	CDK8_HUMAN	reviewed	Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35)	CDK8	Homo sapiens (Human)	464
P60174	P60174	TPIS_HUMAN	reviewed	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	TPI1 TPI	Homo sapiens (Human)	249
P54762	P54762	EPHB1_HUMAN	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)	EPHB1 ELK EPHT2 HEK6 NET	Homo sapiens (Human)	984
Q5RKJ4	Q5RKJ4	Q5RKJ4_RAT	unreviewed	Farnesyltransferase, CAAX box, alpha (Farnesyltransferase, CAAX box, alpha, isoform CRA_b) (Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha)	Fnta rCG_42999	Rattus norvegicus (Rat)	377
Q9L387	Q9L387	Q9L387_ECOLX	unreviewed	Beta-lactamase (EC 3.5.2.6)	fox-4	Escherichia coli	382
P15167	P15167	VM1AD_CROAT	reviewed	Snake venom metalloproteinase atrolysin-D (SVMP) (EC 3.4.24.42) (Hemorrhagic metalloproteinase atrolysin D) (Hemorrhagic toxin D) (HT-D)		Crotalus atrox (Western diamondback rattlesnake)	414
P55263	P55263	ADK_HUMAN	reviewed	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	ADK	Homo sapiens (Human)	362
Q16288	Q16288	NTRK3_HUMAN	reviewed	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NTRK3 TRKC	Homo sapiens (Human)	839
Q76353	Q76353	Q76353_9HIV1	unreviewed	Integrase (Fragment)		Human immunodeficiency virus 1	288
P0ADF8	P0ADF8	ILVN_ECOLI	reviewed	Acetolactate synthase isozyme 1 small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase I small subunit) (AHAS-I) (ALS-I)	ilvN b3670 JW3645	Escherichia coli (strain K12)	96
P00690	P00690	AMYP_PIG	reviewed	Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	AMY2	Sus scrofa (Pig)	511
P0A855	P0A855	TOLB_ECOLI	reviewed	Tol-Pal system protein TolB	tolB b0740 JW5100	Escherichia coli (strain K12)	430
C7Q5P8	C7Q5P8	C7Q5P8_CATAD	unreviewed	Uncharacterized protein	Caci_9046	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	250
Q8WXE1	Q8WXE1	ATRIP_HUMAN	reviewed	ATR-interacting protein (ATM and Rad3-related-interacting protein)	ATRIP AGS1	Homo sapiens (Human)	791
P9WHQ9	P9WHQ9	HGPRT_MYCTU	reviewed	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	hpt hprT Rv3624c MTCY15C10.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
A0A0H2XK72	A0A0H2XK72	A0A0H2XK72_STAA3	unreviewed	Ribosome biogenesis GTPase A	SAUSA300_1136	Staphylococcus aureus (strain USA300)	294
P0A0N3	P0A0N3	QACR_STAAM	reviewed	HTH-type transcriptional regulator QacR	qacR SAVP031	Staphylococcus aureus (strain Mu50 / ATCC 700699)	188
P25663	P0AFZ4	SSPB_ECO57	reviewed	Stringent starvation protein B	sspB Z4586 ECs4101	Escherichia coli O157:H7	165
Q8GKX2	Q8GKX2	Q8GKX2_KLEPN	unreviewed	Class B metallo-beta-lactamase (Meta-beta-carbapenem) (Metallo-beta-lactamase)	blaVIM-5	Klebsiella pneumoniae	266
Q811U3	Q811U3	RB6I2_RAT	reviewed	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (CAZ-associated structural protein 2) (CAST2) (Rab6-interacting protein 2)	Erc1 Cast2 Elks Rab6ip2	Rattus norvegicus (Rat)	948
P03070	P03070	LT_SV40	reviewed	Large T antigen (LT) (LT-AG) (EC 3.6.4.-)		Simian virus 40 (SV40)	708
O95453	O95453	PARN_HUMAN	reviewed	Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease)	PARN DAN	Homo sapiens (Human)	639
P05132	P05132	KAPCA_MOUSE	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	Prkaca Pkaca	Mus musculus (Mouse)	351
P22832	P22832	AMYG_ASPUS	reviewed	Glucoamylase (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)	glaA gla	Aspergillus usamii (Aspergillus shirousami)	639
P55072	P55072	TERA_HUMAN	reviewed	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP	Homo sapiens (Human)	806
B0R5M0	B0R5M0	DODEC_HALS3	reviewed	Dodecin	OE_3073R	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	68
P28508	P28508	HIR3P_HIRME	reviewed	Hirudin-3A' (Hirudin IIIA')		Hirudo medicinalis (Medicinal leech)	65
Q4QAU9	Q4QAU9	FUM1_LEIMA	reviewed	Fumarate hydratase 1, mitochondrial (Fumarase 1) (LmFH-1) (EC 4.2.1.2)	FH1 LMJF_24_0320	Leishmania major	549
